report#,token
284,saya
284,laporkan
284,.
284,tolong
284,di
284,tindak
284,lanjuti
284,perilaku
284,pangkalan
284,ojeg
284,disana
284,yang
284,seperti
284,preman
284,.
284,sekali
284,lagi
284,bukan
284,masalah
284,spanduk
284,nya
284,tapi
284,kelakuan
284,pangkalan
284,ojeg
284,disana
284,yang
284,perlu
284,dibina
284,.
285,dilaporkan
285,bahwa
285,telah
285,terjadi
285,banjir
285,bandang
285,di
285,desa
285,adangkahan
285,kotanopan
285,korban
285,jiwa
285,1
285,orang
285,mohon
285,skpd
285,terkait
285,segera
285,tindak
285,lanjut
286,assalamualaikum
286,","
286,para
286,pemimpin
286,daerah
286,","
286,saya
286,mau
286,ajukan
286,pengaduan
286,","
286,karena
286,sampai
286,saat
286,ini
286,setelah
286,rumah
286,saya
286,terkena
286,banjir
286,longsor
286,hingga
286,roboh
286,","
286,harta
286,benda
286,pun
286,gak
286,ada
286,yang
286,terselamatkan
286,","
286,hingga
286,saat
286,ini
286,belum
286,ada
286,bantuan
286,apapun
286,dari
286,pemerintah
286,setempat
286,desa
286,karangpawitan
286,kec.karangpawitan
286,","
286,tolong
286,bantuan
286,nya
286,saya
286,hanya
286,meminta
286,bantuan
286,agar
286,saya
286,punya
286,rumah
286,lagi
286,","
286,terima
286,kasih
287,assalamualaikum
287,warrahmatullahi
287,wabarakatuh
287,...
287,.
287,yang
287,terhormat
287,pemerintahan
287,provinsi
287,jawa
287,barat
287,.
287,perkenalkan
287,nama
287,saya
287,intan
287,rinjani
287,putri
287,","
287,disini
287,saya
287,ingin
287,memberi
287,laporan
287,terkait
287,bencana
287,alam
287,pergeseran
287,tanah
287,daerah
287,nyalindung
287,","
287,kabupaten
287,.
287,sukabumi
287,yang
287,menyebabkan
287,akses
287,jalan
287,terbelah
287,","
287,rumah
287,warga
287,hancur
287,dan
287,terjadi
287,longsor
287,.
287,saya
287,mohon
287,perhatiannya
287,atas
287,bencana
287,alam
287,ini
287,.
287,kurang
287,dan
287,lebihnya
287,saya
287,mohon
287,maaf
287,.
287,kami
287,sangat2
287,berharap
287,tanggapan
287,yang
287,cepat
287,dari
287,yang
287,terhormat
287,pemerintahan
287,provinsi
287,jawa
287,barat
287,.
287,terima
287,kasih
288,dear
288,lapor.go.id
288,","
288,saya
288,calvin
288,","
288,21
288,tahun
288,.
288,saya
288,menulis
288,pengaduan
288,ini
288,pada
288,pukul
288,4
288,pagi
288,karena
288,begitu
288,banyak
288,permasalahan
288,yang
288,membuat
288,saya
288,tidak
288,bisa
288,tertidur
288,.
288,saya
288,sangat
288,berharap
288,pengaduan
288,saya
288,ini
288,tersampaikan
288,kepada
288,pihak
288,yang
288,dapat
288,membantu
288,saya
288,dan
288,keluarga
288,saya
288,.
288,sudah
288,berjalan
288,beberapa
288,bulan
288,","
288,saya
288,dan
288,keluarga
288,saya
288,mendapatkan
288,teror
288,dari
288,bank
288,mega
288,.
288,semua
288,bermula
288,ketika
288,bank
288,mega
288,menghubungi
288,saya
288,dan
288,saudara
288,saya
288,dan
288,menjelaskan
288,bahwa
288,orang
288,tua
288,saya
288,memiliki
288,tunggakan
288,2
288,kartu
288,kredit
288,dengan
288,jumlah
288,mencapai
288,puluhan
288,juta
288,.
288,bank
288,mega
288,berusaha
288,melacak
288,kontak
288,saya
288,dan
288,saudara
288,saya
288,hingga
288,mengusik
288,kehidupan
288,pribadi
288,kami
288,(
288,saya
288,dan
288,saudara
288,saya
288,)
288,.
288,mereka
288,(
288,bank
288,mega
288,)
288,mengirimkan
288,pesan
288,kepada
288,akun
288,sosial
288,kami
288,serta
288,menghubungi
288,teman-
288,teman
288,kami
288,yang
288,tidak
288,memiliki
288,sangkut
288,paut
288,sama
288,sekali
288,untuk
288,menanyakan
288,informasi
288,pribadi
288,kami
288,.
288,beruntung
288,","
288,teman-
288,teman
288,kami
288,memberitahukan
288,hal
288,ini
288,kepada
288,kami
288,.
288,tidak
288,hanya
288,itu
288,","
288,bank
288,mega
288,juga
288,mengirimkan
288,pesan
288,ke
288,alamat
288,email
288,saya
288,yang
288,kebetulan
288,saya
288,publikasikan
288,di
288,akun
288,instagram
288,saya
288,untuk
288,menginfokan
288,besar
288,cicilan
288,kartu
288,kredit
288,orang
288,tua
288,saya
288,kepada
288,saya
288,.
288,kami
288,juga
288,tidak
288,tahu
288,bagaimana
288,bank
288,mega
288,berhasil
288,mendapatkan
288,nomor
288,handphone
288,kami
288,.
288,puluhan
288,kali
288,dalam
288,sehari
288,kami
288,diteror
288,oleh
288,panggilan
288,masuk
288,yang
288,berasal
288,dari
288,pihak
288,penagih
288,(
288,debt.collector
288,)
288,bank
288,mega
288,.
288,tidak
288,hanya
288,itu
288,","
288,saudara
288,saya
288,bercerita
288,bahwa
288,pihak
288,bank
288,mega
288,telah
288,menelpon
288,dan
288,memberitahu
288,kantor
288,tempat
288,ia
288,bekerja
288,mengenai
288,tunggakan
288,cicilan
288,orang
288,tua
288,saya
288,.
288,sama
288,halnya
288,","
288,orang
288,tua
288,saya
288,mendapatkan
288,teror
288,serupa
288,.
288,saya
288,pernah
288,mengangkat
288,panggilan
288,masuk
288,dari
288,pihak
288,penagih
288,bank
288,mega
288,dan
288,mereka
288,tidak
288,mau
288,mendengarkan
288,alasan
288,dari
288,saya
288,dan
288,keluarga
288,saya
288,.
288,mereka
288,menggunakan
288,kata-
288,kata
288,kasar
288,dan
288,nada
288,berbicara
288,yang
288,sama
288,sekali
288,tidak
288,terdengar
288,profesional
288,untuk
288,menagih
288,dan
288,cenderung
288,menekan
288,keluarga
288,saya
288,.
288,saya
288,memiliki
288,beberapa
288,bukti
288,percakapan
288,dengan
288,bank
288,mega
288,yang
288,saya
288,rekam
288,.
288,saya
288,yakin
288,bahwa
288,cara
288,penagihan
288,ini
288,tidak
288,sesuai
288,dengan
288,prosedur
288,penagihan
288,yang
288,dikeluarkan
288,oleh
288,bank
288,indonesia
288,dalam
288,surat
288,edaran
288,no.14/17/dasp
288,yang
288,diterbitkan
288,di
288,jakarta
288,","
288,7
288,juni
288,2012
288,mengenai
288,perubahan
288,atas
288,surat
288,edaran
288,bank
288,indonesia
288,nomor
288,11/10/dasp
288,perihal
288,penyelenggaraan
288,kegiatan
288,alat
288,pembayaran
288,dengan
288,menggunakan
288,kartu
288,.
288,surat
288,edaran
288,tersebut
288,secara
288,jelas
288,menerangkan
288,bahwa
288,penagihan
288,dilarang
288,dilakukan
288,dengan
288,mengunakan
288,ancaman
288,","
288,kekerasan
288,dan/atau
288,tindakan
288,yang
288,bersifat
288,mempermalukan
288,pemegang
288,kartu
288,kredit
288,","
288,penagihan
288,dilarang
288,dilakukan
288,dengan
288,menggunakan
288,tekanan
288,secara
288,fisik
288,maupun
288,verbal
288,","
288,penagihan
288,dilarang
288,dilakukan
288,kepada
288,pihak
288,selain
288,pemegang
288,kartu
288,kredit
288,...
288,.
288,(
288,lengkapnya
288,dapat
288,dilihat
288,pada
288,halaman
288,26-29
288,surat
288,edaran
288,)
288,.
288,keluarga
288,kami
288,tidak
288,mencoba
288,untuk
288,lepas
288,dari
288,tanggung
288,jawab
288,pembayaran
288,cicilan
288,ini
288,.
288,sejumlah
288,nominal
288,telah
288,saudara
288,saya
288,bayarkan
288,kepada
288,bank
288,mega
288,untuk
288,menutup
288,bunga
288,yang
288,terus
288,berjalan
288,sesuai
288,dengan
288,arahan
288,dari
288,bank
288,mega
288,.
288,bank
288,mega
288,telah
288,membuatkan
288,program
288,angsuran
288,untuk
288,menyelesaikan
288,tunggakan
288,ini
288,.
288,akan
288,tetapi
288,","
288,program
288,tersebut
288,sangat
288,memberatkan
288,keluarga
288,saya
288,karena
288,tidak
288,sesuai
288,dengan
288,kemampuan
288,ekonomi
288,keluarga
288,saya
288,saat
288,ini
288,.
288,ibu
288,saya
288,sudah
288,dua
288,kali
288,membayar
288,cicilan
288,bulanan
288,","
288,namun
288,tidak
288,dapat
288,membayar
288,penuh
288,sesuai
288,permintaan
288,bank
288,mega
288,.
288,keluarga
288,saya
288,sempat
288,meminta
288,keringanan
288,program
288,cicilan
288,dengan
288,memohon
288,perpanjangan
288,masa
288,cicilan
288,","
288,tapi
288,sayang
288,permintaan
288,kami
288,benar-
288,benar
288,tidak
288,didengarkan
288,oleh
288,bank
288,mega
288,.
288,bahkan
288,bank
288,mega
288,tidak
288,memberikan
288,kelonggaran
288,sama
288,sekali
288,dan
288,terus
288,menekan
288,keluarga
288,saya
288,untuk
288,tetap
288,membayar
288,cicilan
288,sesuai
288,program
288,yang
288,ditetapkan
288,walau
288,kami
288,telah
288,menjelaskan
288,bahwa
288,pandemi
288,covid-19
288,#
288,corona
288,ini
288,telah
288,memperburuk
288,keadaan
288,ekonomi
288,keluarga
288,.
288,bukankah
288,seharusnya
288,terdapat
288,kebijakan
288,mengenai
288,keringanan
288,pembayaran
288,cicilan
288,kartu
288,kredit
288,terkait
288,pandemi
288,covid-19
288,ini
288,?
288,peraturan
288,otoritas
288,jasa
288,keuangan
288,republik
288,indonesia
288,nomor
288,11/pojk.03/2020
288,tentang
288,stimulus
288,perekonomian
288,nasional
288,sebagai
288,kebijakan
288,countercyclical
288,dampak
288,penyebaran
288,coronavirus
288,disease
288,2019
288,menyebutkan
288,bahwa
288,:
288,pokok-pokok
288,pengaturan
288,pojk
288,stimulus
288,dampak
288,covid-19
288,antara
288,lain
288,:
288,a.
288,pojk
288,ini
288,berlaku
288,bagi
288,buk
288,","
288,bus
288,","
288,uus
288,","
288,bpr
288,","
288,dan
288,bprs
288,.
288,b.
288,bank
288,dapat
288,menerapkan
288,kebijakan
288,yang
288,mendukung
288,stimulus
288,pertumbuhan
288,ekonomi
288,untuk
288,debitur
288,yang
288,terkena
288,dampak
288,penyebaran
288,covid-19
288,termasuk
288,debitur
288,umkm
288,","
288,dengan
288,tetap
288,memperhatikan
288,prinsip
288,kehati-hatian
288,.
288,c.
288,debitur
288,yang
288,terkena
288,dampak
288,penyebaran
288,covid-19
288,termasuk
288,debitur
288,umkm
288,adalah
288,debitur
288,yang
288,mengalami
288,kesulitan
288,untuk
288,memenuhi
288,kewajiban
288,pada
288,bank
288,karena
288,debitur
288,atau
288,usaha
288,debitur
288,terdampak
288,dari
288,penyebaran
288,covid-19
288,baik
288,secara
288,langsung
288,ataupun
288,tidak
288,langsung
288,pada
288,sektor
288,ekonomi
288,antara
288,lain
288,pariwisata
288,","
288,transportasi
288,","
288,perhotelan
288,","
288,perdagangan
288,","
288,pengolahan
288,","
288,pertanian
288,","
288,dan
288,pertambangan
288,.
288,d.
288,kebijakan
288,stimulus
288,dimaksud
288,terdiri
288,dari
288,:
288,1
288,)
288,penilaian
288,kualitas
288,kredit/pembiayaan/penyediaan
288,dana
288,lain
288,hanya
288,berdasarkan
288,ketepatan
288,pembayaran
288,pokok
288,dan/atau
288,bunga
288,untuk
288,kredit/pembiayaan/penyediaan
288,dana
288,lain
288,dengan
288,plafon
288,s.d
288,rp10
288,miliar
288,;
288,dan
288,2
288,)
288,peningkatan
288,kualitas
288,kredit/pembiayaan
288,menjadi
288,lancar
288,setelah
288,direstrukturisasi
288,selama
288,masa
288,berlakunya
288,pojk
288,.
288,ketentuan
288,restrukturisasi
288,ini
288,dapat
288,diterapkan
288,bank
288,tanpa
288,melihat
288,batasan
288,plafon
288,kredit/pembiayaan
288,atau
288,jenis
288,debitur
288,.
288,e.
288,cara
288,restrukturisasi
288,kredit/pembiayaan
288,dilakukan
288,sebagaimana
288,diatur
288,dalam
288,peraturan
288,ojk
288,mengenai
288,penilaian
288,kualitas
288,aset
288,","
288,antara
288,lain
288,dengan
288,cara
288,:
288,1
288,)
288,penurunan
288,suku
288,bunga
288,;
288,2
288,)
288,perpanjangan
288,jangka
288,waktu
288,;
288,3
288,)
288,pengurangan
288,tunggakan
288,pokok
288,;
288,4
288,)
288,pengurangan
288,tunggakan
288,bunga
288,;
288,5
288,)
288,penambahan
288,fasilitas
288,kredit/pembiayaan
288,;
288,dan/atau
288,6
288,)
288,konversi
288,kredit/pembiayaan
288,menjadi
288,penyertaan
288,modal
288,sementara
288,.
288,f.
288,bank
288,dapat
288,memberikan
288,kredit/pembiayaan/penyediaan
288,dana
288,lain
288,yang
288,baru
288,kepada
288,debitur
288,yang
288,telah
288,memperoleh
288,perlakuan
288,khusus
288,sesuai
288,pojk
288,ini
288,dengan
288,penetapan
288,kualitas
288,kredit/pembiayaan/penyediaan
288,dana
288,lain
288,tersebut
288,dilakukan
288,secara
288,terpisah
288,dengan
288,kualitas
288,kredit/pembiayaan/penyediaan
288,dana
288,lain
288,sebelumnya
288,.
288,g.
288,bank
288,menyampaikan
288,laporan
288,berkala
288,atas
288,penerapan
288,pojk
288,ini
288,untuk
288,monitoring
288,pengawas
288,sejak
288,posisi
288,data
288,akhir
288,bulan
288,april
288,2020.
288,h.
288,ketentuan
288,ini
288,berlaku
288,sejak
288,diundangkan
288,sampai
288,dengan
288,tanggal
288,31
288,maret
288,2021.
288,demikian
288,pengaduan
288,ini
288,saya
288,adukan
288,","
288,semoga
288,bapak/ibu
288,","
288,saudara/i
288,yang
288,menerima
288,pengaduan
288,ini
288,dapat
288,membantu
288,saya
288,dan
288,keluarga
288,saya
288,.
288,berbagai
288,bukti
288,telah
288,saya
288,lampirkan
288,.
288,akhir
288,kata
288,","
288,saya
288,mewakili
288,keluarga
288,saya
288,mengucapkan
288,terima
288,kasih
288,dan
288,memohon
288,sangat
288,atas
288,bantuannya
288,.
288,salam
288,hormat
288,calvin
289,an
289,.
289,nurhidayah
289,alamat
289,jalan
289,.
289,bukit
289,keminting
289,","
289,palangka
289,raya
289,tanggal
289,16
289,desember
289,2019
289,ke
289,dinas
289,sosial
289,kota
289,melaporkan
289,bahwa
289,rumahnya
289,terbakar
289,tanggal
289,14
289,desember
289,2019
289,yang
289,dihuni
289,ibu
289,dan
289,anak-anaknya
289,","
289,diantaranya
289,2
289,orang
289,penderita
289,gangguan
289,kejiwaan
289,sering
289,melakukan
289,kekerasan
289,terhadap
289,ibunya
289,dan
289,tetangga
289,sekitar
290,selamat
290,sore
290,mohon
290,ijin
290,mmberitahukan
290,ada
290,pengaduan
290,dari
290,masyarakat
290,mengenai
290,longsor
290,di
290,kate
290,kate
290,rt
290,04
290,rw
290,03.
290,mohon
290,bantuan
290,untuk
290,segera
290,menindaklanjuti
290,.
290,terima
290,kasih
291,pada
291,sore
291,hari
291,tanggal
291,9
291,januari
291,2016
291,","
291,saya
291,melihat
291,bus
291,transjabodetabek
291,arah
291,sarinah-thamrin
291,kebut-kebutan
291,dan
291,hampir
291,membuat
291,jatuh
291,para
291,penumpang
291,di
291,metromini
291,070
291,dan
291,072.
291,harap
291,ditindaklanjuti
291,untuk
291,mencegah
291,situasi
291,yang
291,tidak
291,diinginkan
291,karena
291,jika
291,kebut-kebutan
291,terus
291,dikhawatirkan
291,akan
291,menimbulkan
291,korban
291,kecelakaan
291,.
292,saya
292,noor
292,azizah
292,.
292,dijepara
292,.
292,saya
292,dilempar
292,kunci
292,sampai
292,tangan
292,saya
292,terluka
292,oleh
292,bagian
292,pelayanan
292,pelanggan
292,di
292,pln
292,jepara
292,.
292,anehnya
292,kepala
292,bagian
292,yang
292,tidak
292,tahu
292,apa
292,apa
292,bahkan
292,membiarkan
292,pelemparan
292,kunci
292,motor
292,ke
292,saya
292,saat
292,saya
292,komplain
292,.
292,saya
292,punya
292,videonya
292,.
292,kepala
292,rayon
292,bp
292,jaya
292,berjanji
292,menyelesaikan
292,tapi
292,tidak
292,ada
292,tindak
292,lanjut
292,.
293,update
293,informasi
293,kejadian
293,(
293,hari
293,selasa
293,tanggal
293,26
293,bulan
293,november
293,tahun
293,2019
293,p2bk
293,kecamatan
293,.
293,ciambar
293,mohon
293,ijin
293,melaporkan
293,kejadian
293,rumah
293,ambruk
293,sebagian
293,dapur
293,hari
293,/
293,tanggal
293,:
293,selasa
293,26
293,november
293,2019
293,kejadian
293,sekira
293,pukul
293,:
293,04
293,:
293,00
293,wib
293,lokasi
293,:
293,kp.babakan
293,sawah
293,rt.002/005
293,desa
293,ambarjaya
293,kecamatan
293,ciambar
293,korban
293,luka
293,nihil
293,korban
293,jiwa
293,:
293,-nihil
293,taksiran
293,kerugian
293,:
293,5.00.00
293,kronologi
293,kejadian
293,:
293,sekira
293,pukul
293,04:00
293,wib
293,rumah
293,warga
293,atas
293,nama
293,bapak
293,sudrajat
293,mengalami
293,ambruk
293,di
293,bagian
293,dapur
293,nyah
293,.
293,petugas
293,penanggulangan
293,bencana
293,kecamatan
293,ciambar
293,(
293,p2bk
293,)
293,mendapat
293,laporan
293,melalui
293,wa
293,.
293,selanjutnya
293,p2bk
293,melakukukan
293,koordinasi
293,dengan
293,pemdes
293,ambarjaya
293,","
293,pol
293,pulang
293,pergi
293,kecamatan
293,ciambar
293,bahwa
293,dampak
293,dari
293,hujan
293,deras
293,disertai
293,angin
293,kecang
293,menyebabkan
293,1
293,unit
293,rumah
293,semi
293,permanen
293,rusak
293,ringan
293,atas
293,nama
293,bpk.sudrajat
293,1
293,kakak
293,","
293,5
293,jiwa
293,penyebab
293,:
293,hujan
293,deras
293,disertai
293,angin
293,kencang
293,untuk
293,laporan
293,selengkapnya
293,menyusul
293,kebutuhan
293,dasar
293,hidup
293,","
293,material
293,bangunan
293,.
293,bpbd
293,dalam
293,hal
293,ini
293,terus
293,menghimbau
293,pada
293,masyarakat
293,apabila
293,terdapat
293,kejadian
293,serupa
293,ataupun
293,lainnya
293,dapat
293,menghubungi
293,call
293,center
293,(
293,0266
293,)
293,6323717
293,dump
293,•
293,p2bk
293,ciambar
293,salam
293,tangguh
293,salam
293,kemanusiaan
293,catatan
293,:
293,perkembangan
293,informasi
293,selanjutnya
293,akan
293,dilakukan
293,update
293,secara
293,berkala
293,apabila
293,terdapat
293,laporan
293,tambahan
294,yang
294,terhormat
294,.
294,kepolisian
294,ri
294,saya
294,adalah
294,pengguna
294,rutin
294,setiap
294,hari
294,minggu
294,malam
294,dini
294,hari
294,trayek
294,bus
294,merak-cikarang
294,.
294,setiap
294,perjalanan
294,saya
294,selalu
294,ada
294,copet
294,yang
294,beraksi
294,di
294,dalam
294,bus
294,","
294,mereka
294,beraksi
294,ketika
294,penumpang
294,tidur
294,.
294,mereka
294,kadang
294,naik
294,dari
294,merak
294,","
294,serang
294,dan
294,bitung
294,.
294,komplotan
294,mereka
294,biasa
294,turun
294,di
294,daerah
294,bekasi
294,","
294,jatiasih
294,atau
294,di
294,bekasi
294,timur/barat
294,.
294,mohon
294,untuk
294,pihak
294,kepolisian
294,turun
294,tangan
294,mengatasi
294,ini
294,karena
294,saya
294,sudah
294,3
294,kali
294,tas
294,saya
294,di
294,silet
294,.
294,terima
294,kasih
294,.
295,lapor
295,!
295,!
295,salah
295,seorang
295,oknum
295,guru
295,sd
295,negeri
295,6
295,menteng
295,kota
295,palangka
295,raya
295,telah
295,melakukan
295,``
295,tindak
295,kekerasan
295,''
295,terhadap
295,anak
295,saya
295,pada
295,waktu
295,jam
295,olahraga
295,dengan
295,cara
295,memukulkan
295,penggaris
295,kayu
295,sebanyak
295,2
295,kali
295,dengan
295,keras
295,yang
295,mengakibatkan
295,anak
295,saya
295,menderita
295,sakit
295,di
295,bagian
295,tangannya
295,","
295,dengan
295,alasan
295,yang
295,tidak
295,jelas
295,.
295,guru
295,tersebut
295,adalah
295,guru
295,olahraga
295,an
295,.
295,lita
295,.
295,mohon
295,untuk
295,ditindaklanjuti
295,segera
295,.
296,peserta
296,datang
296,ke
296,puskesmas
296,simpur
296,dan
296,perlu
296,dirujuk
296,je
296,rumah
296,sakit
296,dengan
296,ambulans
296,puskesmas
296,.
296,pasien
296,dirujuk
296,ke
296,rumah
296,sakit
296,tk
296,iv
296,dan
296,mendapat
296,informasi
296,dari
296,petugas
296,ugs
296,rumah
296,sakit
296,bahwa
296,peserta
296,harus
296,memilih
296,penjaminan
296,bpjs
296,kesehatan
296,yang
296,di
296,rumah
296,sakit
296,atau
296,puskesmas
296,karena
296,penjaminan
296,tidak
296,bisa
296,keduanya
296,.
296,peserta
296,memilih
296,di
296,rumah
296,sakit
296,yang
296,dijamin
296,sehingga
296,harus
296,pembayaran
296,di
296,puskesmas
296,simpur
296,senilai
296,rp
296,.
296,170.00
296,dan
296,peserta
296,mempertanyakan
296,kenapa
296,penjaminan
296,harus
296,memilih
296,.
297,saya
297,mengalami
297,kdrt
297,oleh
297,suami
297,saya
297,.
297,kronologisnya
297,adalah
297,semenjak
297,beberapa
297,hari
297,sebelum
297,kejadian
297,","
297,emosi
297,suami
297,sedang
297,tidak
297,stabil
297,.
297,oleh
297,karena
297,itu
297,","
297,saya
297,sesekali
297,bertanya
297,kepada
297,beliau
297,tentang
297,masalahnya
297,dg
297,tujuan
297,untuk
297,dicari
297,solusi
297,bersama
297,.
297,tapi
297,beliau
297,tidak
297,mau
297,berbicara
297,","
297,dia
297,hanya
297,menjawab
297,sedang
297,pusing
297,karena
297,belum
297,ada
297,pemasukan
297,(
297,uang
297,)
297,.
297,pada
297,hari
297,kejadian
297,","
297,saya
297,mencoba
297,mengajak
297,suami
297,diskusi
297,lagi
297,karena
297,tidak
297,biasanya
297,beliau
297,seperti
297,itu
297,.
297,tapi
297,suami
297,tidak
297,menjawab
297,dan
297,menghindar
297,.
297,saya
297,yang
297,mulai
297,emosi
297,mengikuti
297,suami
297,untuk
297,membicarakan
297,masalah
297,ini
297,.
297,kemudian
297,suami
297,emosi
297,dan
297,memaki
297,serta
297,mendorong
297,saya
297,sampai
297,saya
297,jatuh
297,dan
297,lutut
297,+
297,telapak
297,tangan
297,saya
297,menabrak
297,lantai
297,.
297,suami
297,saya
297,tidak
297,berhenti
297,","
297,dia
297,membanting
297,manekin
297,sampai
297,hancur
297,dan
297,memukul
297,pintu
297,.
297,lalu
297,beliau
297,pergi
297,meninggalkan
297,saya
297,dan
297,membawa
297,anak
297,kami
297,yang
297,melihat
297,kejadian
297,tersebut
297,.
297,saat
297,ini
297,suami
297,saya
297,berusaha
297,meminta
297,maaf
297,","
297,tapi
297,saya
297,belum
297,bisa
297,memaafkan
297,karena
297,tubuh
297,saya
297,sakit
297,dan
297,lutut
297,sebelah
297,kanan
297,saya
297,lebam
297,hingga
297,sakit
297,saat
297,berjalan
297,.
297,saya
297,sudah
297,menyertakan
297,bukti
297,foto
297,lutut
297,saya
297,yang
297,lebam
297,.
297,ini
297,adalah
297,kejadian
297,ke
297,3
297,kalinya
297,saya
297,mengalami
297,kdrt
297,selama
297,8
297,tahun
297,3
297,bulan
297,usia
297,pernikahan
297,kami
297,.
297,saya
297,sudah
297,coba
297,melaporkan
297,kejadian
297,ini
297,melalui
297,situs
297,resmi
297,kemenppa
297,","
297,tapi
297,saya
297,sudah
297,3x
297,mencoba
297,dan
297,selalu
297,gagal
297,.
297,saat
297,ini
297,saya
297,belum
297,berani
297,mengajukan
297,laporan
297,resmi
297,ke
297,kepolisian
297,karena
297,saya
297,tidak
297,memiliki
297,pendamping
297,.
298,pada
298,september
298,2015
298,","
298,terjadi
298,kebakaran
298,hebat
298,di
298,pabrik
298,penyulingan
298,oli
298,bekas
298,","
298,pergudangan
298,pantai
298,indah
298,dadap
298,blok
298,coba
298,no
298,19
298,","
298,kelurahan
298,kosambi
298,timur
298,","
298,tangerang
298,.
298,(
298,berita
298,lebih
298,lanjut
298,akses
298,:
298,http
298,:
298,//ww.lenteranews.com/berita-gudang-olie-di-dadap-kosambi-ludes-terbakar.html
298,)
298,.
298,akan
298,tetapi
298,","
298,sekitar
298,bulan
298,april
298,2016
298,","
298,pabrik
298,tersebut
298,beroperasi
298,kembali
298,","
298,padahal
298,pabrik
298,itu
298,menimbulkan
298,polusi
298,udara
298,bagi
298,warga
298,sekitar
298,.
298,selain
298,itu
298,","
298,pabrik
298,tersebut
298,juga
298,tidak
298,izin
298,ke
298,masyarakat
298,yang
298,tinggal
298,dilingkungan
298,tersebut
298,(
298,sentra
298,kosambi
298,blok
298,d3
298,)
298,.
298,mohon
298,segera
298,ditindaklanjuti
298,karena
298,dapat
298,membahayakan
298,warga
298,sekitar
298,.
298,terima
298,kasih
298,.
299,pohon
299,tumbang
299,ini
299,sudah
299,-+3hari
299,dan
299,hanya
299,di
299,bersihkan
299,ranting
299,dan
299,sebagian
299,pohon
299,yang
299,menghalangi
299,jalan
299,","
299,namun
299,sebagian
299,pohon
299,yang
299,menyangkut
299,di
299,kabel
299,listrik
299,belum
299,dipindahkan
299,.
299,minta
299,bantuan
299,pegawai
299,kecamatan
299,mungkin
299,bisa
299,menghubungi
299,piham
299,terkait
299,agar
299,pohon
299,segera
299,dipindahkan
299,sebelum
299,kabel
299,listrik
299,terputus
299,.
299,lokasi
299,didepan
299,man
299,dempel
299,-
299,sumberagung
299,.
299,terima
299,kasih
300,kepada
300,yang
300,terhormat
300,.
300,pemerintah
300,provinsi
300,dki
300,jakarta
300,.
300,dengan
300,hormat
300,","
300,kami
300,warga
300,perumahan
300,setu
300,indah
300,15a
300,dan
300,15b
300,kelurahan
300,.
300,setu
300,","
300,kecamatan
300,.
300,cipayung
300,","
300,jakarta
300,timur
300,","
300,bermaksud
300,mengajukan
300,permohonan
300,peninggian
300,jalan
300,dikarenakan
300,dengan
300,kondisi
300,ketinggian
300,jalan
300,saat
300,ini
300,jika
300,hujan
300,maka
300,terjadi
300,banjir
300,.
300,demikian
300,permohonan
300,ini
300,kami
300,sampaikan
300,.
300,terima
300,kasih
300,.
300,mohon
300,ditindaklanjuti
300,","
300,terima
300,kasih
300,.
301,saya
301,sebagai
301,peminjam
301,baru
301,saja
301,mendapat
301,telepon
301,kembali
301,dar
301,tunaiku
301,amarbank
301,tanggal
301,14
301,jan
301,2019
301,jam
301,10.10
301,pagi
301,dan
301,juga
301,mewakili
301,dari
301,teman-teman
301,yang
301,mendapat
301,kekerasan
301,verbal
301,serta
301,pengancaman
301,jika
301,saya
301,tidak
301,membayar
301,maka
301,descoll
301,atas
301,nama
301,susi
301,membuat
301,kegaduhan
301,telepon
301,secara
301,terus
301,menerus
301,di
301,kantor
301,dan
301,akan
301,mempermalukan
301,saya
301,dengan
301,mengirim
301,email
301,ke
301,perusahaan
301,tempat
301,saya
301,bekerja
301,serta
301,mengancam
301,saya
301,bahwasanya
301,saya
301,akan
301,dipecat
301,dari
301,perusahaan
301,dan
301,telepon
301,keluarga
301,(
301,ibu
301,saya
301,)
301,.
301,ini
301,bukti-bukti
301,yang
301,dapat
301,saya
301,lampirkan
301,.
301,mohon
301,segera
301,ditindak
301,lanjuti
301,agar
301,tidak
301,banyak
301,korban
301,seperti
301,saya
301,dan
301,teman-teman
301,saya
301,.
302,bagaimana
302,pak
302,sudah
302,di
302,tindak
302,lanjuti
302,belum
302,yang
302,satpol
302,pulang
302,pergi
302,tabrak
302,lari
302,(
302,6285290097668
302,)
303,lapor
303,","
303,kepada
303,kepolisian
303,di
303,kota
303,manokwari
303,.
303,saya
303,laporkan
303,tadi
303,pagi
303,setelah
303,sholat
303,subuh
303,terjadi
303,kejadian
303,yang
303,tidak
303,menyenangkan
303,","
303,ditodong
303,oleh
303,anak
303,lokal
303,yang
303,membawa
303,pisau
303,","
303,di
303,lampu
303,merah
303,jalan
303,yos
303,sudarso
303,dan
303,jalan
303,pahlawan
303,.
303,saya
303,ke
303,daerah
303,ini
303,sedang
303,melaksanakan
303,tugas
303,survey
303,","
303,dan
303,menginap
303,di
303,hotel
303,metro
303,dan
303,ini
303,adalah
303,malam
303,kedua
303,saya
303,menginap
303,","
303,malam
303,pertama
303,ada
303,balapan
303,liar
303,","
303,dan
303,tidak
303,disangka
303,malam
303,kedua
303,bahkan
303,terjadi
303,pemalakan
303,atau
303,penodongan
303,dengan
303,senjata
303,tajam
303,.
303,walaupun
