report#,token,tag
288,bercerita,O
288,bahwa,O
288,pihak,O
288,bank,O
288,mega,O
288,telah,O
288,menelpon,O
288,dan,O
288,memberitahu,O
288,kantor,O
288,tempat,O
288,ia,O
288,bekerja,O
288,mengenai,O
288,tunggakan,O
288,cicilan,O
288,orang,O
288,tua,O
288,saya,O
288,.,O
288,sama,O
288,halnya,O
288,",",O
288,orang,O
288,tua,O
288,saya,O
288,mendapatkan,O
288,teror,U-DESC
288,serupa,O
288,.,O
288,saya,O
288,pernah,O
288,mengangkat,O
288,panggilan,O
288,masuk,O
288,dari,O
288,pihak,O
288,penagih,O
288,bank,O
288,mega,O
288,dan,O
288,mereka,O
288,tidak,O
288,mau,O
288,mendengarkan,O
288,alasan,O
288,dari,O
288,saya,O
288,dan,O
288,keluarga,O
288,saya,O
288,.,O
288,mereka,O
288,menggunakan,O
288,kata-,O
288,kata,O
288,kasar,O
288,dan,O
288,nada,O
288,berbicara,O
288,yang,O
288,sama,O
288,sekali,O
288,tidak,O
288,terdengar,O
288,profesional,O
288,untuk,O
288,menagih,O
288,dan,O
288,cenderung,O
288,menekan,O
288,keluarga,O
288,saya,O
288,.,O
288,saya,O
288,memiliki,O
288,beberapa,O
288,bukti,O
288,percakapan,O
288,dengan,O
288,bank,O
288,mega,O
288,yang,O
288,saya,O
288,rekam,O
288,.,O
288,saya,O
288,yakin,O
288,bahwa,O
288,cara,O
288,penagihan,O
288,ini,O
288,tidak,O
288,sesuai,O
288,dengan,O
288,prosedur,O
288,penagihan,O
288,yang,O
288,dikeluarkan,O
288,oleh,O
288,bank,O
288,indonesia,O
288,dalam,O
288,surat,O
288,edaran,O
288,no.14/17/dasp,O
288,yang,O
288,diterbitkan,O
288,di,O
288,jakarta,O
288,",",O
288,7,B-TIME
288,juni,I-TIME
288,2012,L-TIME
288,mengenai,O
288,perubahan,O
288,atas,O
288,surat,O
288,edaran,O
288,bank,O
288,indonesia,O
288,nomor,O
288,11/10/dasp,O
288,perihal,O
288,penyelenggaraan,O
288,kegiatan,O
288,alat,O
288,pembayaran,O
288,dengan,O
288,menggunakan,O
288,kartu,O
288,.,O
288,surat,O
288,edaran,O
288,tersebut,O
288,secara,O
288,jelas,O
288,menerangkan,O
288,bahwa,O
288,penagihan,O
288,dilarang,O
288,dilakukan,O
288,dengan,O
288,mengunakan,O
288,ancaman,U-DESC
288,",",O
288,kekerasan,U-DESC
288,dan/atau,O
288,tindakan,O
288,yang,O
288,bersifat,O
288,mempermalukan,O
288,pemegang,O
288,kartu,O
288,kredit,O
288,",",O
288,penagihan,O
288,dilarang,O
288,dilakukan,O
288,dengan,O
288,menggunakan,O
288,tekanan,B-DESC
288,secara,I-DESC
288,fisik,L-DESC
288,maupun,O
288,verbal,O
288,",",O
288,penagihan,O
288,dilarang,O
288,dilakukan,O
288,kepada,O
288,pihak,O
288,selain,O
288,pemegang,O
288,kartu,O
288,kredit,O
288,...,O
288,.,O
288,(,O
288,lengkapnya,O
288,dapat,O
288,dilihat,O
288,pada,O
288,halaman,O
288,26-29,O
288,surat,O
288,edaran,O
288,),O
288,.,O
288,keluarga,O
288,kami,O
288,tidak,O
288,mencoba,O
288,untuk,O
288,lepas,O
288,dari,O
288,tanggung,O
288,jawab,O
288,pembayaran,O
288,cicilan,O
288,ini,O
288,.,O
288,sejumlah,O
288,nominal,O
288,telah,O
288,saudara,O
288,saya,O
288,bayarkan,O
288,kepada,O
288,bank,O
288,mega,O
288,untuk,O
288,menutup,O
288,bunga,O
288,yang,O
288,terus,O
288,berjalan,O
288,sesuai,O
288,dengan,O
288,arahan,O
288,dari,O
288,bank,O
288,mega,O
288,.,O
288,bank,O
288,mega,O
288,telah,O
288,membuatkan,O
288,program,O
288,angsuran,O
288,untuk,O
288,menyelesaikan,O
288,tunggakan,O
288,ini,O
288,.,O
288,akan,O
288,tetapi,O
288,",",O
288,program,O
288,tersebut,O
288,sangat,O
288,memberatkan,O
288,keluarga,O
288,saya,O
288,karena,O
288,tidak,O
288,sesuai,O
288,dengan,O
288,kemampuan,O
288,ekonomi,O
288,keluarga,O
288,saya,O
288,saat,O
288,ini,O
288,.,O
288,ibu,O
288,saya,O
288,sudah,O
288,dua,O
288,kali,O
288,membayar,O
288,cicilan,O
288,bulanan,O
288,",",O
288,namun,O
288,tidak,O
288,dapat,O
288,membayar,O
288,penuh,O
288,sesuai,O
288,permintaan,O
288,bank,O
288,mega,O
288,.,O
288,keluarga,O
288,saya,O
288,sempat,O
288,meminta,O
288,keringanan,O
288,program,O
288,cicilan,O
288,dengan,O
288,memohon,O
288,perpanjangan,O
288,masa,O
288,cicilan,O
288,",",O
288,tapi,O
288,sayang,O
288,permintaan,O
288,kami,O
288,benar-,O
288,benar,O
288,tidak,O
288,didengarkan,O
288,oleh,O
288,bank,O
288,mega,O
288,.,O
288,bahkan,O
288,bank,O
288,mega,O
288,tidak,O
288,memberikan,O
288,kelonggaran,O
288,sama,O
288,sekali,O
288,dan,O
288,terus,O
288,menekan,O
288,keluarga,O
288,saya,O
288,untuk,O
288,tetap,O
288,membayar,O
288,cicilan,O
288,sesuai,O
288,program,O
288,yang,O
288,ditetapkan,O
288,walau,O
288,kami,O
288,telah,O
288,menjelaskan,O
288,bahwa,O
288,pandemi,O
288,covid-19,O
288,#,O
288,corona,O
288,ini,O
288,telah,O
288,memperburuk,O
288,keadaan,O
288,ekonomi,O
288,keluarga,O
288,.,O
288,bukankah,O
288,seharusnya,O
288,terdapat,O
288,kebijakan,O
288,mengenai,O
288,keringanan,O
288,pembayaran,O
288,cicilan,O
288,kartu,O
288,kredit,O
288,terkait,O
288,pandemi,O
288,covid-19,O
288,ini,O
288,?,O
288,peraturan,O
288,otoritas,O
288,jasa,O
288,keuangan,O
288,republik,O
288,indonesia,O
288,nomor,O
288,11/pojk.03/2020,O
288,tentang,O
288,stimulus,O
288,perekonomian,O
288,nasional,O
288,sebagai,O
288,kebijakan,O
288,countercyclical,O
288,dampak,O
288,penyebaran,O
288,coronavirus,O
288,disease,O
288,2019,O
288,menyebutkan,O
288,bahwa,O
288,:,O
288,pokok-pokok,O
288,pengaturan,O
288,pojk,O
288,stimulus,O
288,dampak,O
288,covid-19,O
288,antara,O
288,lain,O
288,:,O
288,a.,O
288,pojk,O
288,ini,O
288,berlaku,O
288,bagi,O
288,buk,O
288,",",O
288,bus,O
288,",",O
288,uus,O
288,",",O
288,bpr,O
288,",",O
288,dan,O
288,bprs,O
288,.,O
288,b.,O
288,bank,O
288,dapat,O
288,menerapkan,O
288,kebijakan,O
288,yang,O
288,mendukung,O
288,stimulus,O
288,pertumbuhan,O
288,ekonomi,O
288,untuk,O
288,debitur,O
288,yang,O
288,terkena,O
288,dampak,O
288,penyebaran,O
288,covid-19,O
288,termasuk,O
288,debitur,O
288,umkm,O
288,",",O
288,dengan,O
288,tetap,O
288,memperhatikan,O
288,prinsip,O
288,kehati-hatian,O
288,.,O
288,c.,O
288,debitur,O
288,yang,O
288,terkena,O
288,dampak,O
288,penyebaran,O
288,covid-19,O
288,termasuk,O
288,debitur,O
288,umkm,O
288,adalah,O
288,debitur,O
288,yang,O
288,mengalami,O
288,kesulitan,O
288,untuk,O
288,memenuhi,O
288,kewajiban,O
288,pada,O
288,bank,O
288,karena,O
288,debitur,O
288,atau,O
288,usaha,O
288,debitur,O
288,terdampak,O
288,dari,O
288,penyebaran,O
288,covid-19,O
288,baik,O
288,secara,O
288,langsung,O
288,ataupun,O
288,tidak,O
288,langsung,O
288,pada,O
288,sektor,O
288,ekonomi,O
288,antara,O
288,lain,O
288,pariwisata,O
288,",",O
288,transportasi,O
288,",",O
288,perhotelan,O
288,",",O
288,perdagangan,O
288,",",O
288,pengolahan,O
288,",",O
288,pertanian,O
288,",",O
288,dan,O
288,pertambangan,O
288,.,O
288,d.,O
288,kebijakan,O
288,stimulus,O
288,dimaksud,O
288,terdiri,O
288,dari,O
288,:,O
288,1,O
288,),O
288,penilaian,O
288,kualitas,O
288,kredit/pembiayaan/penyediaan,O
288,dana,O
288,lain,O
288,hanya,O
288,berdasarkan,O
288,ketepatan,O
288,pembayaran,O
288,pokok,O
288,dan/atau,O
288,bunga,O
288,untuk,O
288,kredit/pembiayaan/penyediaan,O
288,dana,O
288,lain,O
288,dengan,O
288,plafon,O
288,s.d,O
288,rp10,O
288,miliar,O
288,;,O
288,dan,O
288,2,O
288,),O
288,peningkatan,O
288,kualitas,O
288,kredit/pembiayaan,O
288,menjadi,O
288,lancar,O
288,setelah,O
288,direstrukturisasi,O
288,selama,O
288,masa,O
288,berlakunya,O
288,pojk,O
288,.,O
288,ketentuan,O
288,restrukturisasi,O
288,ini,O
288,dapat,O
288,diterapkan,O
288,bank,O
288,tanpa,O
288,melihat,O
288,batasan,O
288,plafon,O
288,kredit/pembiayaan,O
288,atau,O
288,jenis,O
288,debitur,O
288,.,O
288,e.,O
288,cara,O
288,restrukturisasi,O
288,kredit/pembiayaan,O
288,dilakukan,O
288,sebagaimana,O
288,diatur,O
288,dalam,O
288,peraturan,O
288,ojk,O
288,mengenai,O
288,penilaian,O
288,kualitas,O
288,aset,O
288,",",O
288,antara,O
288,lain,O
288,dengan,O
288,cara,O
288,:,O
288,1,O
288,),O
288,penurunan,O
288,suku,O
288,bunga,O
288,;,O
288,2,O
288,),O
288,perpanjangan,O
288,jangka,O
288,waktu,O
288,;,O
288,3,O
288,),O
288,pengurangan,O
288,tunggakan,O
288,pokok,O
288,;,O
288,4,O
288,),O
288,pengurangan,O
288,tunggakan,O
288,bunga,O
288,;,O
288,5,O
288,),O
288,penambahan,O
288,fasilitas,O
288,kredit/pembiayaan,O
288,;,O
288,dan/atau,O
288,6,O
288,),O
288,konversi,O
288,kredit/pembiayaan,O
288,menjadi,O
288,penyertaan,O
288,modal,O
288,sementara,O
288,.,O
288,f.,O
288,bank,O
288,dapat,O
288,memberikan,O
288,kredit/pembiayaan/penyediaan,O
288,dana,O
288,lain,O
288,yang,O
288,baru,O
288,kepada,O
288,debitur,O
288,yang,O
288,telah,O
288,memperoleh,O
288,perlakuan,O
288,khusus,O
288,sesuai,O
288,pojk,O
288,ini,O
288,dengan,O
288,penetapan,O
288,kualitas,O
288,kredit/pembiayaan/penyediaan,O
288,dana,O
288,lain,O
288,tersebut,O
288,dilakukan,O
288,secara,O
288,terpisah,O
288,dengan,O
288,kualitas,O
288,kredit/pembiayaan/penyediaan,O
288,dana,O
288,lain,O
288,sebelumnya,O
288,.,O
288,g.,O
288,bank,O
288,menyampaikan,O
288,laporan,O
288,berkala,O
288,atas,O
288,penerapan,O
288,pojk,O
288,ini,O
288,untuk,O
288,monitoring,O
288,pengawas,O
288,sejak,O
288,posisi,O
288,data,O
288,akhir,B-TIME
288,bulan,I-TIME
288,april,I-TIME
288,2020,L-TIME
288,h.,O
288,ketentuan,O
288,ini,O
288,berlaku,O
288,sejak,O
288,diundangkan,O
288,sampai,O
288,dengan,O
288,tanggal,O
288,31,B-TIME
288,maret,I-TIME
288,2021,L-TIME
288,demikian,O
288,pengaduan,O
288,ini,O
288,saya,O
288,adukan,O
288,",",O
288,semoga,O
288,bapak/ibu,O
288,",",O
288,saudara/i,O
288,yang,O
288,menerima,O
288,pengaduan,O
288,ini,O
288,dapat,O
288,membantu,O
288,saya,O
288,dan,O
288,keluarga,O
288,saya,O
288,.,O
288,berbagai,O
288,bukti,O
288,telah,O
288,saya,O
288,lampirkan,O
288,.,O
288,akhir,O
288,kata,O
288,",",O
288,saya,O
288,mewakili,O
288,keluarga,O
288,saya,O
288,mengucapkan,O
288,terima,O
288,kasih,O
288,dan,O
288,memohon,O
288,sangat,O
288,atas,O
288,bantuannya,O
288,.,O
288,salam,O
288,hormat,O
288,calvin,U-PERSON
289,an,O
289,.,O
289,nurhidayah,U-PERSON
289,alamat,O
289,jalan,B-LOCATION
289,.,I-LOCATION
289,bukit,I-LOCATION
289,keminting,I-LOCATION
289,",",I-LOCATION
289,palangka,I-LOCATION
289,raya,L-LOCATION
289,tanggal,O
289,16,B-TIME
289,desember,I-TIME
289,2019,L-TIME
289,ke,O
289,dinas,O
289,sosial,O
289,kota,O
289,melaporkan,O
289,bahwa,O
289,rumahnya,B-DESC
289,terbakar,L-DESC
289,tanggal,O
289,14,B-TIME
289,desember,I-TIME
289,2019,L-TIME
289,yang,O
289,dihuni,O
289,ibu,O
289,dan,O
289,anak-anaknya,O
289,",",O
289,diantaranya,O
289,2,O
289,orang,O
289,penderita,B-DESC
289,gangguan,I-DESC
289,kejiwaan,L-DESC
289,sering,O
289,melakukan,O
289,kekerasan,B-DESC
289,terhadap,I-DESC
289,ibunya,I-DESC
289,dan,I-DESC
289,tetangga,I-DESC
289,sekitar,L-DESC
290,selamat,O
290,sore,O
290,mohon,O
290,ijin,O
290,mmberitahukan,O
290,ada,O
290,pengaduan,O
290,dari,O
290,masyarakat,O
290,mengenai,O
290,longsor,U-DESC
290,di,O
290,kate,B-LOCATION
290,kate,I-LOCATION
290,rt,I-LOCATION
290,4,I-LOCATION
290,rw,I-LOCATION
290,3,L-LOCATION
290,mohon,O
290,bantuan,O
290,untuk,O
290,segera,O
290,menindaklanjuti,O
290,.,O
290,terima,O
290,kasih,O
291,pada,O
291,sore,B-TIME
291,hari,L-TIME
291,tanggal,O
291,9,B-TIME
291,januari,I-TIME
291,2016,L-TIME
291,",",O
291,saya,O
291,melihat,O
291,bus,B-DESC
291,transjabodetabek,I-DESC
291,arah,I-DESC
291,sarinah-thamrin,I-DESC
291,kebut-kebutan,L-DESC
291,dan,O
291,hampir,O
291,membuat,O
291,jatuh,O
291,para,O
291,penumpang,O
291,di,O
291,metromini,O
291,70,O
291,dan,O
291,72,O
291,harap,O
291,ditindaklanjuti,O
291,untuk,O
291,mencegah,O
291,situasi,O
291,yang,O
291,tidak,O
291,diinginkan,O
291,karena,O
291,jika,O
291,kebut-kebutan,O
291,terus,O
291,dikhawatirkan,O
291,akan,O
291,menimbulkan,O
291,korban,O
291,kecelakaan,U-DESC
291,.,O
292,saya,O
292,noor,B-PERSON
292,azizah,L-PERSON
292,.,O
292,dijepara,U-LOCATION
292,.,O
292,saya,O
292,dilempar,O
292,kunci,O
292,sampai,O
292,tangan,O
292,saya,O
292,terluka,O
292,oleh,O
292,bagian,O
292,pelayanan,O
292,pelanggan,O
292,di,O
292,pln,O
292,jepara,O
292,.,O
292,anehnya,O
292,kepala,O
292,bagian,O
292,yang,O
292,tidak,O
292,tahu,O
292,apa,O
292,apa,O
292,bahkan,O
292,membiarkan,O
292,pelemparan,O
292,kunci,O
292,motor,O
292,ke,O
292,saya,O
292,saat,O
292,saya,O
292,komplain,O
292,.,O
292,saya,O
292,punya,O
292,videonya,O
292,.,O
292,kepala,O
292,rayon,O
292,bp,O
292,jaya,O
292,berjanji,O
292,menyelesaikan,O
292,tapi,O
292,tidak,O
292,ada,O
292,tindak,O
292,lanjut,O
292,.,O
293,update,O
293,informasi,O
293,kejadian,O
293,(,O
293,hari,B-TIME
293,selasa,L-TIME
293,tanggal,B-TIME
293,26,I-TIME
293,bulan,I-TIME
293,november,I-TIME
293,tahun,I-TIME
293,2019,L-TIME
293,p2bk,O
293,kecamatan,B-LOCATION
293,.,I-LOCATION
293,ciambar,L-LOCATION
293,mohon,O
293,ijin,O
293,melaporkan,O
293,kejadian,O
293,rumah,B-DESC
293,ambruk,L-DESC
293,sebagian,O
293,dapur,O
293,hari,O
293,/,O
293,tanggal,O
293,:,O
293,selasa,B-TIME
293,26,I-TIME
293,november,I-TIME
293,2019,L-TIME
293,kejadian,O
293,sekira,O
293,pukul,B-TIME
293,4,I-TIME
293,:,I-TIME
293,0,I-TIME
293,0,I-TIME
293,wib,L-TIME
293,lokasi,O
293,:,O
293,kp.babakan,B-LOCATION
293,sawah,I-LOCATION
293,rt.002/005,I-LOCATION
293,desa,I-LOCATION
293,ambarjaya,I-LOCATION
293,kecamatan,I-LOCATION
293,ciambar,L-LOCATION
293,korban,O
293,luka,O
293,nihil,O
293,korban,O
293,jiwa,O
293,:,O
293,-nihil,O
293,taksiran,O
293,kerugian,O
293,:,O
293,5.00.00,O
293,kronologi,O
293,kejadian,O
293,:,O
293,sekira,O
293,pukul,B-TIME
293,4:00,I-TIME
293,wib,L-TIME
293,rumah,O
293,warga,O
293,atas,O
293,nama,O
293,bapak,B-PERSON
293,sudrajat,L-PERSON
293,mengalami,O
293,ambruk,O
293,di,O
293,bagian,O
293,dapur,O
293,nyah,O
293,.,O
293,petugas,O
293,penanggulangan,O
293,bencana,O
293,kecamatan,B-LOCATION
293,ciambar,L-LOCATION
293,(,O
293,p2bk,O
293,),O
293,mendapat,O
293,laporan,O
293,melalui,O
293,wa,O
293,.,O
293,selanjutnya,O
293,p2bk,O
293,melakukukan,O
293,koordinasi,O
293,dengan,O
293,pemdes,O
293,ambarjaya,O
293,",",O
293,pol,O
293,pulang,O
293,pergi,O
293,kecamatan,B-LOCATION
293,ciambar,L-LOCATION
293,bahwa,O
293,dampak,O
293,dari,O
293,hujan,O
293,deras,O
293,disertai,O
293,angin,O
293,kecang,O
293,menyebabkan,O
293,1,O
293,unit,B-DESC
293,rumah,I-DESC
293,semi,I-DESC
293,permanen,I-DESC
293,rusak,I-DESC
293,ringan,L-DESC
293,atas,O
293,nama,O
293,bpk.sudrajat,U-PERSON
293,1,O
293,kakak,O
293,",",O
293,5,O
293,jiwa,O
293,penyebab,O
293,:,O
293,hujan,O
293,deras,O
293,disertai,O
293,angin,O
293,kencang,O
293,untuk,O
293,laporan,O
293,selengkapnya,O
293,menyusul,O
293,kebutuhan,O
293,dasar,O
293,hidup,O
293,",",O
293,material,O
293,bangunan,O
293,.,O
293,bpbd,O
293,dalam,O
293,hal,O
293,ini,O
293,terus,O
293,menghimbau,O
293,pada,O
293,masyarakat,O
293,apabila,O
293,terdapat,O
293,kejadian,O
293,serupa,O
293,ataupun,O
293,lainnya,O
293,dapat,O
293,menghubungi,O
293,call,O
293,center,O
293,(,O
293,266,O
293,),O
293,6323717,O
293,dump,O
293,•,O
293,p2bk,O
293,ciambar,O
293,salam,O
293,tangguh,O
293,salam,O
293,kemanusiaan,O
293,catatan,O
293,:,O
293,perkembangan,O
293,informasi,O
293,selanjutnya,O
293,akan,O
293,dilakukan,O
293,update,O
293,secara,O
293,berkala,O
293,apabila,O
293,terdapat,O
293,laporan,O
293,tambahan,O
294,yang,O
294,terhormat,O
294,.,O
294,kepolisian,O
294,ri,O
294,saya,O
294,adalah,O
294,pengguna,O
294,rutin,O
294,setiap,O
294,hari,O
294,minggu,O
294,malam,O
294,dini,O
294,hari,O
294,trayek,O
294,bus,O
294,merak-cikarang,O
294,.,O
294,setiap,O
294,perjalanan,O
294,saya,O
294,selalu,O
294,ada,O
294,copet,U-DESC
294,yang,O
294,beraksi,O
294,di,O
294,dalam,O
294,bus,O
294,",",O
294,mereka,O
294,beraksi,O
294,ketika,O
294,penumpang,O
294,tidur,O
294,.,O
294,mereka,O
294,kadang,O
294,naik,O
294,dari,O
294,merak,U-LOCATION
294,",",O
294,serang,U-LOCATION
294,dan,O
294,bitung,U-LOCATION
294,.,O
294,komplotan,O
294,mereka,O
294,biasa,O
294,turun,O
294,di,O
294,daerah,B-LOCATION
294,bekasi,L-LOCATION
294,",",O
294,jatiasih,U-LOCATION
294,atau,O
294,di,O
294,bekasi,B-LOCATION
294,timur/barat,L-LOCATION
294,.,O
294,mohon,O
294,untuk,O
294,pihak,O
294,kepolisian,O
294,turun,O
294,tangan,O
294,mengatasi,O
294,ini,O
294,karena,O
294,saya,O
294,sudah,O
294,3,O
294,kali,O
294,tas,O
294,saya,O
294,di,O
294,silet,U-WEAPON
294,.,O
294,terima,O
294,kasih,O
294,.,O
295,lapor,O
295,!,O
295,!,O
295,salah,O
295,seorang,O
295,oknum,O
295,guru,O
295,sd,O
295,negeri,O
295,6,O
295,menteng,U-LOCATION
295,kota,B-LOCATION
295,palangka,I-LOCATION
295,raya,L-LOCATION
295,telah,O
295,melakukan,O
295,``,O
295,tindak,B-DESC
295,kekerasan,I-DESC
295,terhadap,I-DESC
295,anak,L-DESC
295,saya,O
295,pada,O
295,waktu,O
295,jam,O
295,olahraga,O
295,dengan,O
295,cara,O
295,memukulkan,O
295,penggaris,O
295,kayu,O
295,sebanyak,O
295,2,O
295,kali,O
295,dengan,O
295,keras,O
295,yang,O
295,mengakibatkan,O
295,anak,O
295,saya,O
295,menderita,O
295,sakit,O
295,di,O
295,bagian,O
295,tangannya,O
295,",",O
295,dengan,O
295,alasan,O
295,yang,O
295,tidak,O
295,jelas,O
295,.,O
295,guru,O
295,tersebut,O
295,adalah,O
295,guru,O
295,olahraga,O
295,an,O
295,.,O
295,lita,U-PERSON
295,.,O
295,mohon,O
295,untuk,O
295,ditindaklanjuti,O
295,segera,O
295,.,O
296,peserta,O
296,datang,O
296,ke,O
296,puskesmas,O
296,simpur,O
296,dan,O
296,perlu,O
296,dirujuk,O
296,je,O
296,rumah,O
296,sakit,O
296,dengan,O
296,ambulans,O
296,puskesmas,O
296,.,O
296,pasien,O
296,dirujuk,O
296,ke,O
296,rumah,O
296,sakit,O
296,tk,O
296,iv,O
296,dan,O
296,mendapat,O
296,informasi,O
296,dari,O
296,petugas,O
296,ugs,O
296,rumah,O
296,sakit,O
296,bahwa,O
296,peserta,O
296,harus,O
296,memilih,O
296,penjaminan,O
296,bpjs,O
296,kesehatan,O
296,yang,O
296,di,O
296,rumah,O
296,sakit,O
296,atau,O
296,puskesmas,O
296,karena,O
296,penjaminan,O
296,tidak,O
296,bisa,O
296,keduanya,O
296,.,O
296,peserta,O
296,memilih,O
296,di,O
296,rumah,O
296,sakit,O
296,yang,O
296,dijamin,O
296,sehingga,O
296,harus,O
296,pembayaran,O
296,di,O
296,puskesmas,O
296,simpur,O
296,senilai,O
296,rp,O
296,.,O
296,170,O
296,dan,O
296,peserta,O
296,mempertanyakan,O
296,kenapa,O
296,penjaminan,O
296,harus,O
296,memilih,O
296,.,O
297,saya,O
297,mengalami,O
297,kdrt,B-DESC
297,oleh,I-DESC
297,suami,I-DESC
297,saya,L-DESC
297,.,O
297,kronologisnya,O
297,adalah,O
297,semenjak,O
297,beberapa,O
297,hari,O
297,sebelum,O
297,kejadian,O
297,",",O
297,emosi,O
297,suami,O
297,sedang,O
297,tidak,O
297,stabil,O
297,.,O
297,oleh,O
297,karena,O
297,itu,O
297,",",O
297,saya,O
297,sesekali,O
297,bertanya,O
297,kepada,O
297,beliau,O
297,tentang,O
297,masalahnya,O
297,dengan,O
297,tujuan,O
297,untuk,O
297,dicari,O
297,solusi,O
297,bersama,O
297,.,O
297,tapi,O
297,beliau,O
297,tidak,O
297,mau,O
297,berbicara,O
297,",",O
297,dia,O
297,hanya,O
297,menjawab,O
297,sedang,O
297,pusing,O
297,karena,O
297,belum,O
297,ada,O
297,pemasukan,O
297,(,O
297,uang,O
297,),O
297,.,O
297,pada,O
297,hari,O
297,kejadian,O
297,",",O
297,saya,O
297,mencoba,O
297,mengajak,O
297,suami,O
297,diskusi,O
297,lagi,O
297,karena,O
297,tidak,O
297,biasanya,O
297,beliau,O
297,seperti,O
297,itu,O
297,.,O
297,tapi,O
297,suami,O
297,tidak,O
297,menjawab,O
297,dan,O
297,menghindar,O
297,.,O
297,saya,O
297,yang,O
297,mulai,O
297,emosi,O
297,mengikuti,O
297,suami,O
297,untuk,O
297,membicarakan,O
297,masalah,O
297,ini,O
297,.,O
297,kemudian,O
297,suami,O
297,emosi,O
297,dan,O
297,memaki,O
297,serta,O
297,mendorong,B-DESC
297,saya,I-DESC
297,sampai,I-DESC
297,saya,I-DESC
297,jatuh,L-DESC
297,dan,O
297,lutut,O
297,+,O
297,telapak,O
297,tangan,O
297,saya,O
297,menabrak,O
297,lantai,O
297,.,O
297,suami,O
297,saya,O
297,tidak,O
297,berhenti,O
297,",",O
297,dia,O
297,membanting,O
297,manekin,O
297,sampai,O
297,hancur,O
297,dan,O
297,memukul,O
297,pintu,O
297,.,O
297,lalu,O
297,beliau,O
297,pergi,O
297,meninggalkan,O
297,saya,O
297,dan,O
297,membawa,O
297,anak,O
297,kami,O
297,yang,O
297,melihat,O
297,kejadian,O
297,tersebut,O
297,.,O
297,saat,O
297,ini,O
297,suami,O
297,saya,O
297,berusaha,O
297,meminta,O
297,maaf,O
297,",",O
297,tapi,O
297,saya,O
297,belum,O
297,bisa,O
297,memaafkan,O
297,karena,O
297,tubuh,O
297,saya,O
297,sakit,O
297,dan,O
297,lutut,O
297,sebelah,O
297,kanan,O
297,saya,O
297,lebam,O
297,hingga,O
297,sakit,O
297,saat,O
297,berjalan,O
297,.,O
297,saya,O
297,sudah,O
297,menyertakan,O
297,bukti,O
297,foto,O
297,lutut,O
297,saya,O
297,yang,O
297,lebam,O
297,.,O
297,ini,O
297,adalah,O
297,kejadian,O
297,ke,O
297,3,O
297,kalinya,O
297,saya,B-DESC
297,mengalami,I-DESC
297,kdrt,I-DESC
297,selama,I-DESC
297,8,I-DESC
297,tahun,I-DESC
297,3,I-DESC
297,bulan,I-DESC
297,usia,I-DESC
297,pernikahan,L-DESC
297,kami,O
297,.,O
297,saya,O
297,sudah,O
297,coba,O
297,melaporkan,O
297,kejadian,O
297,ini,O
297,melalui,O
297,situs,O
297,resmi,O
297,kemenppa,O
297,",",O
297,tapi,O
297,saya,O
297,sudah,O
297,3x,O
297,mencoba,O
297,dan,O
297,selalu,O
297,gagal,O
297,.,O
297,saat,O
297,ini,O
297,saya,O
297,belum,O
297,berani,O
297,mengajukan,O
297,laporan,O
297,resmi,O
297,ke,O
297,kepolisian,O
297,karena,O
297,saya,O
297,tidak,O
297,memiliki,O
297,pendamping,O
297,.,O
298,pada,O
298,september,B-TIME
298,2015,L-TIME
298,",",O
298,terjadi,B-DESC
298,kebakaran,I-DESC
298,hebat,I-DESC
298,di,I-DESC
298,pabrik,I-DESC
298,penyulingan,I-DESC
298,oli,I-DESC
298,bekas,L-DESC
298,",",O
298,pergudangan,O
298,pantai,B-LOCATION
298,indah,I-LOCATION
298,dadap,I-LOCATION
298,blok,I-LOCATION
298,coba,I-LOCATION
298,no,I-LOCATION
298,19,L-LOCATION
298,",",O
298,kelurahan,B-LOCATION
298,kosambi,I-LOCATION
298,timur,L-LOCATION
298,",",O
298,tangerang,U-LOCATION
298,.,O
298,(,O
298,berita,O
298,lebih,O
298,lanjut,O
298,akses,O
298,:,O
298,http,O
298,:,O
298,//ww.lenteranews.com/berita-gudang-olie-di-dadap-kosambi-ludes-terbakar.html,O
298,),O
298,.,O
298,akan,O
298,tetapi,O
298,",",O
298,sekitar,B-TIME
298,bulan,I-TIME
298,april,I-TIME
298,2016,L-TIME
298,",",O
298,pabrik,O
298,tersebut,O
298,beroperasi,O
298,kembali,O
298,",",O
298,padahal,O
298,pabrik,O
298,itu,O
298,menimbulkan,O
298,polusi,O
298,udara,O
298,bagi,O
298,warga,O
298,sekitar,O
298,.,O
298,selain,O
298,itu,O
298,",",O
298,pabrik,O
298,tersebut,O
298,juga,O
298,tidak,O
298,izin,O
298,ke,O
298,masyarakat,O
298,yang,O
298,tinggal,O
298,dilingkungan,O
298,tersebut,O
298,(,O
298,sentra,B-LOCATION
298,kosambi,I-LOCATION
298,blok,I-LOCATION
298,d3,L-LOCATION
298,),O
298,.,O
298,mohon,O
298,segera,O
298,ditindaklanjuti,O
298,karena,O
298,dapat,O
298,membahayakan,O
298,warga,O
298,sekitar,O
298,.,O
298,terima,O
298,kasih,O
298,.,O
299,pohon,B-DESC
299,tumbang,L-DESC
299,ini,O
299,sudah,O
299,-+3hari,O
299,dan,O
299,hanya,O
299,di,O
299,bersihkan,O
299,ranting,O
299,dan,O
299,sebagian,O
299,pohon,O
299,yang,O
299,menghalangi,O
299,jalan,O
