report,label
"lapor pemerintah kota semarang , perihal : gangguan sesegera mungkin pada pemukiman mohon timbunan sampah illegal di pertemuan jalan . taman sambiroto asri dan jalan . cendana raya ditertibkan . sampah dari timbunan illegal ini setiap harinya dibakar oleh orang tidak dikenal . pembakaran yang tidak bertanggung jawab ini menimbulkan sesegera mungkin lebat yang sangat mengganggu pernapasan dan membuat mata sakit warga sekitar terutama yang tinggal di bawah lokasi pembakaran . sering terjadi kebakaran pada area timbunan sampah dan terus menyebar ke sekeliling ( lihat foto-foto lampiran ) . harap pemerintah bersikap tegas dan segera bertindak pada pembakar sampah , serta langkah-langkah tegas yang diambil untuk menghindari pembakaran sampah di kemudian hari . kantor badan lingkungan hidup pemerintah kota semarang sulit dihubungi ! nomor seperti yang tertera dalam situs 024-8664742. hanya ada nada sibuk atau berdering tetapi tidak ada yang menjawab . bagaimana warga bisa komplain , jika pemkotnya mengangkat panggilan saja susah . salam , warga sekitar",Crime
terjadi pohon tumbang di desa karangsalam rt 05 rw 02 kec.kemranjen kab.banyumas jawa tengah yang menimpa kabel listrik hingga beberapa rumah mengalami listrik padam pada hari kamis sekitar pukul 15.oo wib sudah laporan ke pln dari kemarin tapi belum ada tindakan sampai sekarang,Natural Disaster
assalamualaikum wr wb p bpt syt tolong ini nya pasien kena kecelakaan untuk mengurus jasa raharja harus ada kwitansi dari rumah sakit karena waktu di rumah sakit memakai jaminan jamkesda nya agar bisa mendapat kwitansi dari rsu bojonegoro karena ini betul2 otang miskin yang akan dipakai untuk biaya kontrol ke rsu bojonegoro karena mau kontrol dak ada biaya perjalanannya terima kasih wass wr wb ( seperti ),Traffic Accident
"desa kedungsupit , kecamatan wonomerto , kabupaten probolinggo , jawa timur , saat ini sedang rawan maling ternak dan pencurian kendaraan bermotor yang sangat meresahkan warga . mereka bergerak dalam kelompok dan membawa senjata tajam . mohon kiranya pemerintah bekerjasama dengan polres/polsek mengadakan tim 86 seperti tim cobra di lumajang . mohon segera ditindak lanjuti . terima kasih",Crime
banjarbaru mohon izin menyampaikan laporan masyarakat . adanya orang gila yang meresahkan masyarakat di wilayah . jalan golf rt12/rw 03. kelurahan syamsudin noor . kecamatan landasan ulin . tepatnya di sekitaran pasar golf atau di depan wella mandiri . laporan : sering melempar masyarakat yang melintas menggunakanbatu besar dan kecil . dan hampir melukai anak kecil melempar dengan balok ulin berukuran sedang . sering membongkar warung masyarakat yang berjualan.dan mengganggu aktivitas warga dan membuat takut masyarakat sekitar . dan terlihat membawa senjata tajam jenis pisau . di mohon kepada aparat yang bersangkutan agar secepatnya di tertibkan terima kasih .,Crime
"terjadi banjir perumnas ii kelapa dua , jalan . borobudur raya no . 125 c , tangerang , tepat nya di depan toko helm ( karawaci helmet gallery ) .. hal tersebut bisa terjadi dikarenakan gorong gorong yang mampet dan struktur jalan yang cenderung turun di depan area tersebut.. mohon untuk segera dilakukan pembersihan gorong gorong agar aliran air di lokasi tersebut bisa lancar . mengingat sekarang sudah mulai masuk musim hujan . dan sangat rawan banjir jika tidak dilakukan tindakan",Natural Disaster
"terjadi tanah longsor di depan rumah ibu rusmini . alamat lumbir rt 03 rw 01 , kecamatan lumbir , kabupaten banyumas . tanah longsor ini diakibatkan oleh hujan deras yang melanda . kejadian sudah terjadi sejak lama tapi ini yang paling parah .",Natural Disaster
"bandung kulon dan babakan ciparay , pak wali . soal wilayah sampah saling lempar tanggung jawab . warga mana yang suka didepan rumah ada sampah ? ? ? ? perlu diajak berkelahi atau perlu kekerasan ? saya bingung . apakah lapor ukp ini bisa secara positif membereskan masalah warga ? pak walikota yang terhormat . tolong , sampah dititik jalan sumber asih - cibuntu selatan . aparat tidak ada yang bisa mengatasi sampah , ditengah jalan pak . tolong dengan sangat pak walikota .",Crime
kecamatan gedebage kota bandung tidak melakukan apapun yah terhadap laporan yang saya laporkan sebelumnya sehingga menyebabkan terjadinya kekerasan terhadap ojek online tepat nya hari ini sabtu 18 november 2017 di bumi adipura gedebage bandung . gak perlu ditanya saksi kejadiannya disana banyak yang lihat . ini saya lampirkan pernyataan saksi dan masih adanya 3 spanduk yang sudah saya laporkan . tolong di tindak lanjuti perilaku pangkalan ojeg disana yang seperti preman . sekali lagi bukan masalah spanduk nya tapi kelakuan pangkalan ojeg disana yang perlu dibina .,Crime
dilaporkan bahwa telah terjadi banjir bandang di desa adangkahan kotanopan korban jiwa 1 orang mohon skpd terkait segera tindak lanjut,Natural Disaster
"assalamualaikum , para pemimpin daerah , saya mau ajukan pengaduan , karena sampai saat ini setelah rumah saya terkena banjir longsor hingga roboh , harta benda pun gak ada yang terselamatkan , hingga saat ini belum ada bantuan apapun dari pemerintah setempat desa karangpawitan kec.karangpawitan , tolong bantuan nya saya hanya meminta bantuan agar saya punya rumah lagi , terima kasih",Natural Disaster
"assalamualaikum warrahmatullahi wabarakatuh ... . yang terhormat pemerintahan provinsi jawa barat . perkenalkan nama saya intan rinjani putri , disini saya ingin memberi laporan terkait bencana alam pergeseran tanah daerah nyalindung , kabupaten . sukabumi yang menyebabkan akses jalan terbelah , rumah warga hancur dan terjadi longsor . saya mohon perhatiannya atas bencana alam ini . kurang dan lebihnya saya mohon maaf . kami sangat2 berharap tanggapan yang cepat dari yang terhormat pemerintahan provinsi jawa barat . terima kasih",Natural Disaster
"dear lapor.go.id , saya calvin , 21 tahun . saya menulis pengaduan ini pada pukul 4 pagi karena begitu banyak permasalahan yang membuat saya tidak bisa tertidur . saya sangat berharap pengaduan saya ini tersampaikan kepada pihak yang dapat membantu saya dan keluarga saya . sudah berjalan beberapa bulan , saya dan keluarga saya mendapatkan teror dari bank mega . semua bermula ketika bank mega menghubungi saya dan saudara saya dan menjelaskan bahwa orang tua saya memiliki tunggakan 2 kartu kredit dengan jumlah mencapai puluhan juta . bank mega berusaha melacak kontak saya dan saudara saya hingga mengusik kehidupan pribadi kami ( saya dan saudara saya ) . mereka ( bank mega ) mengirimkan pesan kepada akun sosial kami serta menghubungi teman- teman kami yang tidak memiliki sangkut paut sama sekali untuk menanyakan informasi pribadi kami . beruntung , teman- teman kami memberitahukan hal ini kepada kami . tidak hanya itu , bank mega juga mengirimkan pesan ke alamat email saya yang kebetulan saya publikasikan di akun instagram saya untuk menginfokan besar cicilan kartu kredit orang tua saya kepada saya . kami juga tidak tahu bagaimana bank mega berhasil mendapatkan nomor handphone kami . puluhan kali dalam sehari kami diteror oleh panggilan masuk yang berasal dari pihak penagih ( debt.collector ) bank mega . tidak hanya itu , saudara saya bercerita bahwa pihak bank mega telah menelpon dan memberitahu kantor tempat ia bekerja mengenai tunggakan cicilan orang tua saya . sama halnya , orang tua saya mendapatkan teror serupa . saya pernah mengangkat panggilan masuk dari pihak penagih bank mega dan mereka tidak mau mendengarkan alasan dari saya dan keluarga saya . mereka menggunakan kata- kata kasar dan nada berbicara yang sama sekali tidak terdengar profesional untuk menagih dan cenderung menekan keluarga saya . saya memiliki beberapa bukti percakapan dengan bank mega yang saya rekam . saya yakin bahwa cara penagihan ini tidak sesuai dengan prosedur penagihan yang dikeluarkan oleh bank indonesia dalam surat edaran no.14/17/dasp yang diterbitkan di jakarta , 7 juni 2012 mengenai perubahan atas surat edaran bank indonesia nomor 11/10/dasp perihal penyelenggaraan kegiatan alat pembayaran dengan menggunakan kartu . surat edaran tersebut secara jelas menerangkan bahwa penagihan dilarang dilakukan dengan mengunakan ancaman , kekerasan dan/atau tindakan yang bersifat mempermalukan pemegang kartu kredit , penagihan dilarang dilakukan dengan menggunakan tekanan secara fisik maupun verbal , penagihan dilarang dilakukan kepada pihak selain pemegang kartu kredit ... . ( lengkapnya dapat dilihat pada halaman 26-29 surat edaran ) . keluarga kami tidak mencoba untuk lepas dari tanggung jawab pembayaran cicilan ini . sejumlah nominal telah saudara saya bayarkan kepada bank mega untuk menutup bunga yang terus berjalan sesuai dengan arahan dari bank mega . bank mega telah membuatkan program angsuran untuk menyelesaikan tunggakan ini . akan tetapi , program tersebut sangat memberatkan keluarga saya karena tidak sesuai dengan kemampuan ekonomi keluarga saya saat ini . ibu saya sudah dua kali membayar cicilan bulanan , namun tidak dapat membayar penuh sesuai permintaan bank mega . keluarga saya sempat meminta keringanan program cicilan dengan memohon perpanjangan masa cicilan , tapi sayang permintaan kami benar- benar tidak didengarkan oleh bank mega . bahkan bank mega tidak memberikan kelonggaran sama sekali dan terus menekan keluarga saya untuk tetap membayar cicilan sesuai program yang ditetapkan walau kami telah menjelaskan bahwa pandemi covid-19 # corona ini telah memperburuk keadaan ekonomi keluarga . bukankah seharusnya terdapat kebijakan mengenai keringanan pembayaran cicilan kartu kredit terkait pandemi covid-19 ini ? peraturan otoritas jasa keuangan republik indonesia nomor 11/pojk.03/2020 tentang stimulus perekonomian nasional sebagai kebijakan countercyclical dampak penyebaran coronavirus disease 2019 menyebutkan bahwa : pokok-pokok pengaturan pojk stimulus dampak covid-19 antara lain : a. pojk ini berlaku bagi buk , bus , uus , bpr , dan bprs . b. bank dapat menerapkan kebijakan yang mendukung stimulus pertumbuhan ekonomi untuk debitur yang terkena dampak penyebaran covid-19 termasuk debitur umkm , dengan tetap memperhatikan prinsip kehati-hatian . c. debitur yang terkena dampak penyebaran covid-19 termasuk debitur umkm adalah debitur yang mengalami kesulitan untuk memenuhi kewajiban pada bank karena debitur atau usaha debitur terdampak dari penyebaran covid-19 baik secara langsung ataupun tidak langsung pada sektor ekonomi antara lain pariwisata , transportasi , perhotelan , perdagangan , pengolahan , pertanian , dan pertambangan . d. kebijakan stimulus dimaksud terdiri dari : 1 ) penilaian kualitas kredit/pembiayaan/penyediaan dana lain hanya berdasarkan ketepatan pembayaran pokok dan/atau bunga untuk kredit/pembiayaan/penyediaan dana lain dengan plafon s.d rp10 miliar ; dan 2 ) peningkatan kualitas kredit/pembiayaan menjadi lancar setelah direstrukturisasi selama masa berlakunya pojk . ketentuan restrukturisasi ini dapat diterapkan bank tanpa melihat batasan plafon kredit/pembiayaan atau jenis debitur . e. cara restrukturisasi kredit/pembiayaan dilakukan sebagaimana diatur dalam peraturan ojk mengenai penilaian kualitas aset , antara lain dengan cara : 1 ) penurunan suku bunga ; 2 ) perpanjangan jangka waktu ; 3 ) pengurangan tunggakan pokok ; 4 ) pengurangan tunggakan bunga ; 5 ) penambahan fasilitas kredit/pembiayaan ; dan/atau 6 ) konversi kredit/pembiayaan menjadi penyertaan modal sementara . f. bank dapat memberikan kredit/pembiayaan/penyediaan dana lain yang baru kepada debitur yang telah memperoleh perlakuan khusus sesuai pojk ini dengan penetapan kualitas kredit/pembiayaan/penyediaan dana lain tersebut dilakukan secara terpisah dengan kualitas kredit/pembiayaan/penyediaan dana lain sebelumnya . g. bank menyampaikan laporan berkala atas penerapan pojk ini untuk monitoring pengawas sejak posisi data akhir bulan april 2020. h. ketentuan ini berlaku sejak diundangkan sampai dengan tanggal 31 maret 2021. demikian pengaduan ini saya adukan , semoga bapak/ibu , saudara/i yang menerima pengaduan ini dapat membantu saya dan keluarga saya . berbagai bukti telah saya lampirkan . akhir kata , saya mewakili keluarga saya mengucapkan terima kasih dan memohon sangat atas bantuannya . salam hormat calvin",Crime
"an . nurhidayah alamat jalan . bukit keminting , palangka raya tanggal 16 desember 2019 ke dinas sosial kota melaporkan bahwa rumahnya terbakar tanggal 14 desember 2019 yang dihuni ibu dan anak-anaknya , diantaranya 2 orang penderita gangguan kejiwaan sering melakukan kekerasan terhadap ibunya dan tetangga sekitar",Crime
selamat sore mohon ijin mmberitahukan ada pengaduan dari masyarakat mengenai longsor di kate kate rt 04 rw 03. mohon bantuan untuk segera menindaklanjuti . terima kasih,Natural Disaster
"pada sore hari tanggal 9 januari 2016 , saya melihat bus transjabodetabek arah sarinah-thamrin kebut-kebutan dan hampir membuat jatuh para penumpang di metromini 070 dan 072. harap ditindaklanjuti untuk mencegah situasi yang tidak diinginkan karena jika kebut-kebutan terus dikhawatirkan akan menimbulkan korban kecelakaan .",Traffic Accident
saya noor azizah . dijepara . saya dilempar kunci sampai tangan saya terluka oleh bagian pelayanan pelanggan di pln jepara . anehnya kepala bagian yang tidak tahu apa apa bahkan membiarkan pelemparan kunci motor ke saya saat saya komplain . saya punya videonya . kepala rayon bp jaya berjanji menyelesaikan tapi tidak ada tindak lanjut .,Crime
"update informasi kejadian ( hari selasa tanggal 26 bulan november tahun 2019 p2bk kecamatan . ciambar mohon ijin melaporkan kejadian rumah ambruk sebagian dapur hari / tanggal : selasa 26 november 2019 kejadian sekira pukul : 04 : 00 wib lokasi : kp.babakan sawah rt.002/005 desa ambarjaya kecamatan ciambar korban luka nihil korban jiwa : -nihil taksiran kerugian : 5.00.00 kronologi kejadian : sekira pukul 04:00 wib rumah warga atas nama bapak sudrajat mengalami ambruk di bagian dapur nyah . petugas penanggulangan bencana kecamatan ciambar ( p2bk ) mendapat laporan melalui wa . selanjutnya p2bk melakukukan koordinasi dengan pemdes ambarjaya , pol pulang pergi kecamatan ciambar bahwa dampak dari hujan deras disertai angin kecang menyebabkan 1 unit rumah semi permanen rusak ringan atas nama bpk.sudrajat 1 kakak , 5 jiwa penyebab : hujan deras disertai angin kencang untuk laporan selengkapnya menyusul kebutuhan dasar hidup , material bangunan . bpbd dalam hal ini terus menghimbau pada masyarakat apabila terdapat kejadian serupa ataupun lainnya dapat menghubungi call center ( 0266 ) 6323717 dump • p2bk ciambar salam tangguh salam kemanusiaan catatan : perkembangan informasi selanjutnya akan dilakukan update secara berkala apabila terdapat laporan tambahan",Natural Disaster
"yang terhormat . kepolisian ri saya adalah pengguna rutin setiap hari minggu malam dini hari trayek bus merak-cikarang . setiap perjalanan saya selalu ada copet yang beraksi di dalam bus , mereka beraksi ketika penumpang tidur . mereka kadang naik dari merak , serang dan bitung . komplotan mereka biasa turun di daerah bekasi , jatiasih atau di bekasi timur/barat . mohon untuk pihak kepolisian turun tangan mengatasi ini karena saya sudah 3 kali tas saya di silet . terima kasih .",Crime
"lapor ! ! salah seorang oknum guru sd negeri 6 menteng kota palangka raya telah melakukan `` tindak kekerasan '' terhadap anak saya pada waktu jam olahraga dengan cara memukulkan penggaris kayu sebanyak 2 kali dengan keras yang mengakibatkan anak saya menderita sakit di bagian tangannya , dengan alasan yang tidak jelas . guru tersebut adalah guru olahraga an . lita . mohon untuk ditindaklanjuti segera .",Crime
peserta datang ke puskesmas simpur dan perlu dirujuk je rumah sakit dengan ambulans puskesmas . pasien dirujuk ke rumah sakit tk iv dan mendapat informasi dari petugas ugs rumah sakit bahwa peserta harus memilih penjaminan bpjs kesehatan yang di rumah sakit atau puskesmas karena penjaminan tidak bisa keduanya . peserta memilih di rumah sakit yang dijamin sehingga harus pembayaran di puskesmas simpur senilai rp . 170.00 dan peserta mempertanyakan kenapa penjaminan harus memilih .,Medical
"saya mengalami kdrt oleh suami saya . kronologisnya adalah semenjak beberapa hari sebelum kejadian , emosi suami sedang tidak stabil . oleh karena itu , saya sesekali bertanya kepada beliau tentang masalahnya dg tujuan untuk dicari solusi bersama . tapi beliau tidak mau berbicara , dia hanya menjawab sedang pusing karena belum ada pemasukan ( uang ) . pada hari kejadian , saya mencoba mengajak suami diskusi lagi karena tidak biasanya beliau seperti itu . tapi suami tidak menjawab dan menghindar . saya yang mulai emosi mengikuti suami untuk membicarakan masalah ini . kemudian suami emosi dan memaki serta mendorong saya sampai saya jatuh dan lutut + telapak tangan saya menabrak lantai . suami saya tidak berhenti , dia membanting manekin sampai hancur dan memukul pintu . lalu beliau pergi meninggalkan saya dan membawa anak kami yang melihat kejadian tersebut . saat ini suami saya berusaha meminta maaf , tapi saya belum bisa memaafkan karena tubuh saya sakit dan lutut sebelah kanan saya lebam hingga sakit saat berjalan . saya sudah menyertakan bukti foto lutut saya yang lebam . ini adalah kejadian ke 3 kalinya saya mengalami kdrt selama 8 tahun 3 bulan usia pernikahan kami . saya sudah coba melaporkan kejadian ini melalui situs resmi kemenppa , tapi saya sudah 3x mencoba dan selalu gagal . saat ini saya belum berani mengajukan laporan resmi ke kepolisian karena saya tidak memiliki pendamping .",Crime
"pada september 2015 , terjadi kebakaran hebat di pabrik penyulingan oli bekas , pergudangan pantai indah dadap blok coba no 19 , kelurahan kosambi timur , tangerang . ( berita lebih lanjut akses : http : //ww.lenteranews.com/berita-gudang-olie-di-dadap-kosambi-ludes-terbakar.html ) . akan tetapi , sekitar bulan april 2016 , pabrik tersebut beroperasi kembali , padahal pabrik itu menimbulkan polusi udara bagi warga sekitar . selain itu , pabrik tersebut juga tidak izin ke masyarakat yang tinggal dilingkungan tersebut ( sentra kosambi blok d3 ) . mohon segera ditindaklanjuti karena dapat membahayakan warga sekitar . terima kasih .",Fire
"pohon tumbang ini sudah -+3hari dan hanya di bersihkan ranting dan sebagian pohon yang menghalangi jalan , namun sebagian pohon yang menyangkut di kabel listrik belum dipindahkan . minta bantuan pegawai kecamatan mungkin bisa menghubungi piham terkait agar pohon segera dipindahkan sebelum kabel listrik terputus . lokasi didepan man dempel - sumberagung . terima kasih",Natural Disaster
"kepada yang terhormat . pemerintah provinsi dki jakarta . dengan hormat , kami warga perumahan setu indah 15a dan 15b kelurahan . setu , kecamatan . cipayung , jakarta timur , bermaksud mengajukan permohonan peninggian jalan dikarenakan dengan kondisi ketinggian jalan saat ini jika hujan maka terjadi banjir . demikian permohonan ini kami sampaikan . terima kasih . mohon ditindaklanjuti , terima kasih .",Natural Disaster
saya sebagai peminjam baru saja mendapat telepon kembali dar tunaiku amarbank tanggal 14 jan 2019 jam 10.10 pagi dan juga mewakili dari teman-teman yang mendapat kekerasan verbal serta pengancaman jika saya tidak membayar maka descoll atas nama susi membuat kegaduhan telepon secara terus menerus di kantor dan akan mempermalukan saya dengan mengirim email ke perusahaan tempat saya bekerja serta mengancam saya bahwasanya saya akan dipecat dari perusahaan dan telepon keluarga ( ibu saya ) . ini bukti-bukti yang dapat saya lampirkan . mohon segera ditindak lanjuti agar tidak banyak korban seperti saya dan teman-teman saya .,Crime
bagaimana pak sudah di tindak lanjuti belum yang satpol pulang pergi tabrak lari ( 6285290097668 ),Traffic Accident
"lapor , kepada kepolisian di kota manokwari . saya laporkan tadi pagi setelah sholat subuh terjadi kejadian yang tidak menyenangkan , ditodong oleh anak lokal yang membawa pisau , di lampu merah jalan yos sudarso dan jalan pahlawan . saya ke daerah ini sedang melaksanakan tugas survey , dan menginap di hotel metro dan ini adalah malam kedua saya menginap , malam pertama ada balapan liar , dan tidak disangka malam kedua bahkan terjadi pemalakan atau penodongan dengan senjata tajam . walaupun tidak terjadi apa-apa karena tidak membawa barang berharga sebab baru pulang sholat subuh di masjid . padahal jarak antara kejadian dengan kantor kepolisian tidak jauh hanya beberapa ratus meter . untuk kemajuan kota dan keamanan pendatang atau pelancong , hal ini harus segera di berantas . patroli untuk keamanan saya rasa penting .",Crime
"apakah puskesmas hanya melayani korban kecelakaan dan ibu melahirkan pada jam 18:00 ... ? pada pamflet ada tercantum melayani 24 jam . ini terjadi di puskesmas tanah jawa , kecamatan . tanah jawa , kabupaten . simalungun , sumut pada tanggal 08 agustus 2020. orangtua saya berkunjung ke puskesmas untuk berobat menggunakan bpjs karena mengalami tekanan darah yang tinggi dan kolesterol tinggi namun pihak puskesmas mengatakan bahwa mereka hanya melayani korban kecelakaan dan ibu melahirkan untuk jam tersebut . sangat disayangkan mereka tidak mau menangani pasien dan mengatakan agar kembali pada hari senin , 10 agustus 2020 di siang hari . akhirnya orangtua saya harus berobat ke klinik sehingga keikutsertaan bpjs menjadi sia-sia.pada kesempatan yang lain juga , kami berkunjung ke puskesmas yang sama dikarenakan keponakan saya digigit oleh anjing . namun , dengan alasan vaksin tidak ada , mereka tidak ada melakukan penanganan apapun . pelayanan puskesmas tanah jawa sangat mengecewakan",Medical
mau tanya apakah petugas tahanan/sipir harus wewenang melakukan kekerasan dalam tahanan yang baru maasuk..trimakasih,Crime
"kepada . yang terhormat pemerintah provinsi dki jakarta bakar sampah di halaman rumah saya ingin melapor tentang ketidaknyamanan karena di wilayah kami kemanggisan slipi jakarta barat tetangga saya tiap hari membakar sampah ? di halaman rumahnya tiap siang dan malam yang beresiko menyebabkan kebakaran dan polusi udara sehingga membuat kami geram dan dirugikan karena membuat sesak dan rumah menjadi bau sesegera mungkin terlebih di lingkungan kami banyak anak yang tiap hari meghirup bau sesegera mungkin dari ? sampah tersebut , kami berharap laporan kami segera di tindak lanjuti dan kami butuh tindakan yang tegas . alamat saya berada di jalan anggrek rosliana no 93 , kemanggisan slipi jakarta barat terima kasih .",Crime
"kepada yang terhormat kepala dinas sosial , pemberdayaan perempuan perlindungan anak kota pematang siantar di tempat dengan hormat , sudah banyak anak-anak menjadi korban pencabulan oleh pedofil , mohon agar pemko p. siantar melakukan sosialisasi pencegahan kekerasan seksual kepada murid-murid di sekolah sd , smp dan sama . terima kasih . # sahabatlapor ! #",Crime
"kumham tolong di tindak tegas pak , di rutan tabalong kalsel kenapa ada kekerasan , seperti sodara kami faisal rahman , jika memang ada masalah atau dendam setidaknya pihak rutan memberi pengamanan , bukan bahkan menyakiti , apa lagi sampai patah tulang.apa karena sudah menerima sogok dari pihak tidak bertanggung jawap sehingga uetetapan di rutan tidak berlaku lagi , sehingga sodara kami tidak mendapatkan hak lagi",Crime
"pohon tumbang , dibrawijaya ( dekat kntr nu ) butuh bantuannya untuk mengangkut dahan/kayunya kabel listrik yang nyantol ke pohon sudah dibereskan oleh warga",Natural Disaster
"selamat malam , saya ingin melaporkan tentang ancaman yang dilakukan oleh collector dari salah satu jasa pinjaman online yang bernama cash cepat . pak wahyu salah satu collector dari aplikasi pinjaman online cash cepat menyampaikan kepada pihak keluarga saya yang saat itu menemui beliau , saya baru terlambat beberapa hari sudah mendapat ancaman akan dilakukan tindakan kekerasan . tolong pihak otoritas jasa keuangan ( ojk ) untuk menegur dan memberikan sanksi tegas , karena menurut informasi yang saya terima jasa pinjaman online cash cepat sudah terdaftar di ojk & setahu saya ada peraturan dari pihak ojk tentang penagihan yang dimana tidak diperbolehkan menindak peminjam dengan ancaman kekerasan .",Crime
"assalamualaikum.. kang ridwan kamil , saya punya keluhan tentang pendidikan di kota bandung yang kebetulaan adalah keponakan saya sendiri , telah terjadi pelanggaran ham anak , berupa diskriminasi , perendahan , mempermalukan anak di depan umum . dimana hal tersebut tercantum dalam undang-undang perlindungan anak no 23 tahun 2022 pasal 54 anak di dalam dan di lingkungan sekolah wajib dilindungi dari tindakan kekerasan yang dilakukan oleh guru , pengelola sekolah atau teman-temannya di dalam sekolah yang bersangkutan , atau lembaga pendidikan lainnya . dimana anak yang tengah mengikuti uts dipulangkan , lalu diantarkan kerumah oleh wali kelasnya , lalu orang tua siswa di berikan selembar contoh surat cuti yang tidak ada dalam undang-undang pendidikan di indonesia ! . berulang kali orang tua di paksa untuk menandatangi surat cuti oleh pihak smkn 6 bandung , tanpa ada kabar berita menjelang un 2012-2013 pihak smkn 6 , tidak mendaftarkan siswanya yang berinisial ( rp ) nisn 118574 bid study : teknologi dan rekayasa program study keahlian teknik elektronika . hal ini sungguh mengejutkan ! saya sebagai wali juga orang tua , berharap hal ini dapat di selesaikan guna mendapatkan keadilan bagi ( rp ) sebagai korban , dan agar tidak ada lagi ! anak-anak yang menjadi korban kesewenangan pihak sekolah terhadap anak didiknya di kota bandung khusunya . saya , sebagai wali juga orangtua sangat berharap untuk dapat di pertemukan dan di mediasi oleh diknas kota bandung sebagai pihak yang berwenang , menangani hal ini ... karena selama ini selama ini pihak smkn 6 seolah-olah menganggap hal ini sepele setiap orangtua siswa datang meminta penyelesaian hal tersebut diatas.. haturnuhun atas perhatiannya dan tanggapannya a. iman nr 089658572689",Crime
"dilaporkan hari minggu 15 desember 2019 pukul 16.30 terjadi kebakaran rumah keluarga bapak kardi di jalan pantung indah kelurahan bukit tunggal . jumlah jiwa 6 jiwa satu keluarga , dengan penyebab kebakaran masih dalam penyelidikan . agar dapat diberikan bantuan logistik dari dinas sosial",Fire
"dengan hormat , saya memohon pihak google atau pihak manapun yang bersangkutan untuk menghapus folder ini dan semua foto foto yang ada di folder ini , karena folder ini memuat foto dan video eksplisit yang bersifat pribadi milik anak remaja dibawah umur yang mana mereka adalah korban kekerasan seksual secara verbal atau revenge porn dimana mantan kekasih mereka menyebar video porno pribadi yang mereka kirimkan ke mantan kekasihnya . saya memohon kepada pihak polri cyber crime untuk menindak lanjuti dan melacak siapa pengupload dari folder ini dan memberikan mereka sanksi yang setimpal atas apa yang mereka telah perbuat , karena perbuatan mereka ini sangatlah merugikan pihak para remaja perempuan maupun laki-laki yang ada di foto atau video tersebut , mulai dari masalah mental dan lainnya . sekian pengaduan penyalahgunaan dari saya , terima kasih atas perhatiannya . ( folder ini sudah ada sejak bulan maret 2019 jadi saya tidak bisa menuliskan tanggal spesifiknya ) berikut tautan folder tersebut : https : //drive.google.com/folderview ? id=12yaebyhzapm_ycuk265rmyyk6mmd9diy",Crime
